CÌ_digo.do.MunicÌ_pio,MunicÌ_pio,Estado,Ano.de.ReferÌ»ncia,Prestadores,ServiÌ_os,IN015_AE...Ìçndice.de.coleta.de.esgoto..percentual.,IN016_AE...Ìçndice.de.tratamento.de.esgoto..percentual.,IN021_AE...ExtensÌ£o.da.rede.de.esgoto.por.ligaÌ_Ì£o..m.lig.,IN024_AE...Ìçndice.de.atendimento.urbano.de.esgoto.referido.aos.municÌ_pios.atendidos.com.ÌÁgua..percentual.,indiceDeEsgotoTratadoReferidoAguaConsumidaPercentual,IN047_AE...Ìçndice.de.atendimento.urbano.de.esgoto.referido.aos.municÌ_pios.atendidos.com.esgoto..percentual.,IN056_AE...Ìçndice.de.atendimento.total.de.esgoto.referido.aos.municÌ_pios.atendidos.com.ÌÁgua..percentual.,IN059_AE...Ìçndice.de.consumo.de.energia.elÌ©trica.em.sistemas.de.esgotamento.sanitÌÁrio..kWh.m..,GEOCODIGO
251340,Santa Luzia,PB,2015,[25134011] Prefeitura Municipal de Santa Luzia - PMSL; [25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25134040] Prefeitura Municipal de Santa Luzia - PMSL,Esgoto; ÌÅgua; Res SÌ_lidos,100,71.43,10,100,100,100,91.58,NA,2513406
251350,Santana de Mangueira,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25135040] Prefeitura Municipal de Santana de Mangueira - PMSM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2513505
251360,Santana dos Garrotes,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25136040] Prefeitura Municipal de Santana dos Garrotes - PMSG,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2513604
251365,Joca Claudino,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2513653
251380,Santa Teresinha,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25138040] Prefeitura Municipal de Santa Teresinha - PMST,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2513802
251385,Santo AndrÌ©,PB,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2513851
251390,SÌ£o Bento,PB,2015,[25139011] Prefeitura Municipal de SÌ£o Bento - PMSB; [25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25139040] Prefeitura Municipal de SÌ£o Bento - PMSB,Esgoto; ÌÅgua; Res SÌ_lidos,100,12.86,5.34,95.81,48.32,95.81,77.7,NA,2513901
251392,SÌ£o Bentinho,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2513927
251394,SÌ£o Domingos do Cariri,PB,2015,[25139411] Prefeitura Municipal de SÌ£o Domingos do Cariri - PMSDC; [25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25139440] Prefeitura Municipal de SÌ£o Domingos do Cariri - PMSDC,Esgoto; ÌÅgua; Res SÌ_lidos,100,100,48.33,73.06,100,73.06,31.21,0,2513943
251396,SÌ£o Domingos de Pombal,PB,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2513968
251398,SÌ£o Francisco,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25139840] PREITURA MUNICIPAL DE SÌÄO FRANCISCO - PMSF,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2513984
251400,SÌ£o JoÌ£o do Cariri,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2514008
251410,SÌ£o JoÌ£o do Tigre,PB,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2514107
251420,SÌ£o JosÌ© da Lagoa Tapada,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25142040] PREFEITURA MUNICIPAL DE SÌÄO JOSÌä DA LAGOA TAPADA - PMSJLT,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2514206
251430,SÌ£o JosÌ© de Caiana,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2514305
251440,SÌ£o JosÌ© de Espinharas,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2514404
251450,SÌ£o JosÌ© de Piranhas,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25145040] Prefeitura Municipal de SÌ£o JosÌ© de Piranhas - PMSJP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2514503
251455,SÌ£o JosÌ© de Princesa,PB,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2514552
251460,SÌ£o JosÌ© do Bonfim,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25146040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SEMMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2514602
251465,SÌ£o JosÌ© do Brejo do Cruz,PB,2015,[25146511] Prefeitura Municipal de SÌ£o JosÌ© do Brejo do Cruz - PMSJBC; [25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25146540] PREFEITURA MUNICIPAL DE SÌÄO JOSÌä DO BREJO DO CRUZ - PMSJBC,Esgoto; ÌÅgua; Res SÌ_lidos,100,100,10.87,39.49,100,39.49,22.47,NA,2514651
251470,SÌ£o JosÌ© do Sabugi,PB,2015,[25147011] Prefeitura Municipal de SÌ£o JosÌ© do Sabugi - PMSJS; [25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,5.25,83.41,0,83.41,53.64,0,2514701
251480,SÌ£o JosÌ© dos Cordeiros,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2514800
251490,SÌ£o Mamede,PB,2015,[25149011] Prefeitura Municipal de SÌ£o Mamede - PMSM; [25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25149040] Prefeitura Municipal de SÌ£o Mamede - PMSM,Esgoto; ÌÅgua; Res SÌ_lidos,77.28,20,6,100,15.46,100,76.52,0,2514909
251510,SÌ£o SebastiÌ£o de Lagoa de RoÌ_a,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25151040] Prefeitura Municipal de Sao Sebastiao de Lagoa de Roca - PB,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2515104
251520,SÌ£o SebastiÌ£o do Umbuzeiro,PB,2015,[25152011] Prefeitura Municipal de SÌ£o SebastiÌ£o do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÌÄO SEBASTIÌÄO DO UMBUZEIRO - PMSSU,ÌÅgua e Esgoto; Res SÌ_lidos,93.7,100,10,94.17,93.7,94.17,66.86,0.01,2515203
251540,SeridÌ_,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÌÄO VICENTE DO SERIDÌÒ - PMSVS,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2515401
251550,Serra Branca,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2515500
251570,Serra Grande,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2515708
251600,SolÌ¢nea,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25160040] SecretÌÁria de ServiÌ_os PÌ_blicos. Transportes e Estradas - SEINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2516003
251610,Soledade,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2516102
251615,SossÌ»go,PB,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2516151
251620,Sousa,PB,2015,[25162011] Departamento de ÌÅgua. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de ÌÅgua. Esgotos e Saneamento Ambiental de Sousa - DAESA,ÌÅgua e Esgoto; Res SÌ_lidos,90.3,0,17.26,49.44,0,49.44,41.87,0.08,2516201
251630,SumÌ©,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA,ÌÅgua e Esgoto,42.57,100,11.59,34.21,42.57,34.21,26.07,0,2516300
251640,Tacima,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25164040] Prefeitura Municipal Tacima - PMT,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2516409
251650,TaperoÌÁ,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2516508
251660,Tavares,PB,2015,[25166011] Prefeitura Municipal de Tavares - PMT; [25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25166040] SECRETARIA DE OBRAS E SERVIÌàOS URBANOS - SOSU,Esgoto; ÌÅgua; Res SÌ_lidos,38.28,0.78,4.39,99.66,0.3,99.66,46.75,0.01,2516607
251670,Teixeira,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25167040] Secretaria de Obras e ServiÌ_os Urbanos - sosu,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2516706
251675,TenÌ_rio,PB,2015,[25167511] Prefeitura Municipal de TenÌ_rio - PMT; [25167540] Prefeitura Municipal de TenÌ_rio - PMT,ÌÅgua e Esgoto; Res SÌ_lidos,0.11,0,10,0.06,0,0.06,0.03,NA,2516755
251680,Triunfo,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2516805
251690,UiraÌ_na,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÌ_NA - PMU,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2516904
251700,Umbuzeiro,PB,2015,[25170011] Prefeitura Municipal de Umbuzeiro - PMU; [25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25170040] Prefeitura Municipal de Umbuzeiro - PMU,Esgoto; ÌÅgua; Res SÌ_lidos,51.87,0,10,23.59,0,23.59,10.11,0.04,2517001
251710,VÌÁrzea,PB,2015,[25171011] Prefeitura Municipal de VÌÁrzea - PMV; [25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25171040] Prefeitura Municipal de VÌÁrzea - PB - PMV,Esgoto; ÌÅgua; Res SÌ_lidos,97.79,79.17,8.06,89.42,77.41,89.42,65.53,1.39,2517100
251720,VieirÌ_polis,PB,2015,[25075000] Companhia de ÌÅguas e Esgotos da ParaÌ_ba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÌàOS PÌ_BLICOS - SOSP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2517209
251740,ZabelÌ»,PB,2015,[25174011] Prefeitura Municipal de ZabelÌ» - PMZ; [25174040] Prefeitura Municipal de ZabelÌ» - PMZ,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2517407
260010,Afogados da Ingazeira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÌàOS  PÌ_BLICOS - PMAI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2600104
260020,AfrÌ¢nio,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2600203
260030,Agrestina,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2600302
260050,ÌÅguas Belas,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2600500
260060,Alagoinha,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2600609
260080,Altinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2600807
260100,Angelim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2601003
260110,Araripina,PE,2015,[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA,Esgoto; ÌÅgua; Res SÌ_lidos,100,44.08,7.88,70.72,68.17,70.72,42.91,NA,2601102
260120,Arcoverde,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua e Esgoto,5.37,100,9.63,5.83,5.37,5.83,5.31,0.02,2601201
260160,BelÌ©m de SÌ£o Francisco,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2601607
260170,Belo Jardim,PE,2015,[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ,Esgoto; ÌÅgua; Res SÌ_lidos,83.08,0,8.64,80.57,0,80.57,70.44,NA,2601706
260180,BetÌ¢nia,PE,2015,[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; ÌÅgua,65.25,0,9.19,100,0,100,30.93,0,2601805
260190,Bezerros,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2601904
260200,BodocÌ_,PE,2015,[26020011] Prefeitura Municipal de BodocÌ_ - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de BodocÌ_ - PMB,Esgoto; ÌÅgua; Res SÌ_lidos,44.82,100,15.65,100,44.82,100,53.69,NA,2602001
260210,Bom Conselho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2602100
260220,Bom Jardim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2602209
260240,BrejÌ£o,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2602407
260250,Brejinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2602506
260260,Brejo da Madre de Deus,PE,2015,[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; ÌÅgua,100,0,8.77,52.4,0,52.4,40.74,0,2602605
260280,BuÌ_que,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2602803
260300,CabrobÌ_,PE,2015,[26030011] Prefeitura Municipal de CabrobÌ_ - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA,Esgoto; ÌÅgua; Res SÌ_lidos,81.55,0,7.23,100,0,100,64.13,NA,2603009
260310,Cachoeirinha,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2603108
260320,CaetÌ©s,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de CaetÌ©s - PMC,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2603207
260330,CalÌ_ado,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de CalÌ_ado - PMC,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2603306
260340,Calumbi,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2603405
260350,Camocim de SÌ£o FÌ©lix,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2603504
260370,Canhotinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2603702
260380,Capoeiras,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2603801
260390,CarnaÌ_ba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2603900
260392,Carnaubeira da Penha,PE,2015,[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM,ÌÅgua e Esgoto; Res SÌ_lidos,100,100,10,56.6,100,56.6,25.39,0,2603926
260410,Caruaru,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC,ÌÅgua e Esgoto; Res SÌ_lidos,44.33,100,8.81,49.6,44.33,49.6,44.04,0.02,2604106
260415,Casinhas,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2604155
260430,Cedro,PE,2015,[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,7.67,100,0,100,58.37,0,2604304
260450,ChÌ£ Grande,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de ChÌ£ Grande - PMCG,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2604502
260470,Correntes,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2604700
260490,Cumaru,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2604908
260500,Cupira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2605004
260510,CustÌ_dia,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de CustÌ_dia - PMC,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2605103
260515,Dormentes,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÌçDRICOS E MEIO AMBIENTE - SEAGRIMA,ÌÅgua e Esgoto; Res SÌ_lidos,53.5,100,9.58,78.08,53.5,78.08,27.71,0.21,2605152
260530,Exu,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2605301
260560,Flores,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2605608
260570,Floresta,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2605707
260580,Frei Miguelinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2605806
260600,Garanhuns,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua e Esgoto,7.76,100,9.22,11.23,7.76,11.23,10.01,0.01,2606002
260630,Granito,PE,2015,[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; ÌÅgua,100,100,10.95,99.41,100,99.41,46.09,NA,2606309
260640,GravatÌÁ,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua e Esgoto,1.38,100,18.18,2.06,1.38,2.06,1.85,0,2606408
260650,Iati,PE,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2606507
260660,Ibimirim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2606606
260670,Ibirajuba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2606705
260690,Iguaraci,PE,2015,[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,15,20.65,0,20.65,99.84,0,2606903
260700,InajÌÁ,PE,2015,[26070011] Prefeitura Municipal de InajÌÁ - PMI,ÌÅgua e Esgoto,31.87,0,12.42,54.89,0,54.89,22.89,NA,2607000
260710,Ingazeira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2607109
260730,Ipubi,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua e Esgoto,19.87,100,8.31,44.69,19.87,44.69,27.46,0,2607307
260740,Itacuruba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2607406
260750,ItaÌ_ba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de ItaÌ_ba - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2607505
260770,Itapetim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2607703
260800,JataÌ_ba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2608008
260805,JatobÌÁ,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de JatobÌÁ - PMJ,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2608057
260810,JoÌ£o Alfredo,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2608107
260825,Jucati,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2608255
260830,Jupi,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2608305
260840,Jurema,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2608404
260860,Lagoa do Ouro,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26086040] SECRETARIA DE OBRAS E URBANISMO - SOU,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2608602
260870,Lagoa dos Gatos,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2608701
260875,Lagoa Grande,PE,2015,[26087511] Prefeitura Municipal de Lagoa Grande - PMLG; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA,Esgoto; ÌÅgua e Esgoto; Res SÌ_lidos,100,32.92,12.95,78.76,84.78,78.76,54.12,0.07,2608750
260880,Lajedo,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2608800
260915,Manari,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2609154
260930,Mirandiba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2609303
260970,OrobÌ_,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2609709
260980,OrocÌ_,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2609808
260990,Ouricuri,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2609907
